User ID,Birthdate,City,State,Zip,Available Points,Total Points Earned,Points Spent,Joined On,Last Seen,Tags
1000,9/24/2001,Wyckoff,New Jersey,7481,6530,6830,300,9/10/2020 14:56,6/30/2022 17:12,ClassOf2024|MBBvsDuke
1001,,,,,2140,2140,0,9/10/2020 14:56,7/1/2022 8:32,ClassOf2024|21TC|MBBvsDuke
1002,,,,,700,700,0,9/10/2020 14:56,,Junior|Student|ClassificationPts|NOBSBvsNDGame3|NOBSBvsNDGame3A
1003,,,,,1580,1880,300,9/10/2020 14:57,5/26/2022 21:58,ClassOf2022
1004,,,,,610,610,0,9/10/2020 14:59,4/19/2022 18:49,ClassOf2024
1005,12/9/1998,Winston Salem,North Carolina,27106,4985,5085,100,9/10/2020 15:00,5/11/2022 18:49,GraduateStudent
1006,,,,,515,815,300,9/10/2020 15:01,2/19/2022 12:24,ClassOf2024
1007,,,,,610,610,0,9/10/2020 15:01,4/19/2022 19:30,ClassOf2023
1008,,,,,500,500,0,9/10/2020 15:02,,Graduate Student|Student|ClassificationPts|NOBSBvsNDGame3|NOBSBvsNDGame3A
1009,,,,,1010,1010,0,9/10/2020 15:02,4/30/2021 14:06,Senior|Student|ClassificationPts|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3|NOBSBvsNDGame3A|MBBvGTech30521|21ACCMBBTournament
1010,2/11/2002,,,,1070,1070,0,9/10/2020 15:02,2/2/2022 13:01,ClassOf2024|MBBvsDuke
1011,,,,,1860,1860,0,9/10/2020 15:03,2/19/2022 12:33,ClassOf2024
1012,,,,,1880,1880,0,9/10/2020 15:03,5/31/2022 21:52,ClassOf2024
1013,,,,,100,600,500,9/10/2020 15:03,2/12/2022 15:08,ClassOf2024
1014,,,,,890,890,0,9/10/2020 15:06,5/9/2022 22:30,ClassOf2022
1015,,,,,1550,1550,0,9/10/2020 15:06,11/30/2021 18:18,ClassOf2023
1016,,,,,700,700,0,9/10/2020 15:06,11/24/2021 16:42,ClassOf2023
1017,,,,,500,500,0,9/10/2020 15:12,,Freshman|Student|ClassificationPts|NOBSBvsNDGame3|NOBSBvsNDGame3A
1018,,,,,2070,3070,1000,9/10/2020 15:15,1/11/2022 20:12,ClassOf2024
1019,,,,,830,1830,1000,9/10/2020 15:15,4/10/2022 18:04,ClassOf2023
1020,,,,,330,830,500,9/10/2020 15:19,5/6/2022 17:41,ClassOf2024|21KBG
1021,,Sandy springs,GA,30328,250,550,300,9/10/2020 15:20,3/21/2022 20:04,ClassOf2024
1022,,,,,650,650,0,9/10/2020 15:22,1/12/2022 18:46,ClassOf2024|21TC
1023,,,,,1075,1875,800,9/10/2020 15:23,4/19/2022 15:46,ClassOf2024|Student
1024,6/7/2001,,,,3850,4150,300,9/10/2020 15:23,7/1/2022 7:47,ClassOf2024|MBBvsDuke
1025,8/22/2002,,,,95,4595,4500,9/10/2020 15:25,6/25/2022 0:00,ClassOf2024
1026,,,,,1560,1560,0,9/10/2020 15:31,2/18/2022 14:33,ClassOf2024
1027,,,,,1800,1800,0,9/10/2020 15:31,2/26/2022 18:00,ClassOf2024|21PKA
1028,,,,,2025,2025,0,9/10/2020 15:36,1/12/2022 17:20,ClassOf2022
1029,7/29/1998,,,,1900,1900,0,9/10/2020 15:37,6/10/2021 3:26,Senior|Student|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1030,,,,,850,850,0,9/10/2020 15:37,10/30/2021 16:40,ClassOf2024
1031,,,,,910,910,0,9/10/2020 15:38,1/22/2022 19:39,ClassOf2024|MBBvsDuke
1032,,,,,960,960,0,9/10/2020 15:38,3/14/2022 9:52,ClassOf2024|MBBvsDuke
1033,,,,,925,925,0,9/10/2020 15:39,6/20/2022 8:55,ClassOf2024
1034,,,,,1200,1200,0,9/10/2020 15:40,4/16/2022 16:12,ClassOf2024|MBBvsDuke
1035,,,,,700,700,0,9/10/2020 15:40,,Senior|Student|ClassificationPts|NOBSBvsNDGame3
1036,,,,,2860,2860,0,9/10/2020 15:43,2/19/2022 13:01,ClassOf2023|MBBvsDuke
1037,7/26/2002,,,,1705,1705,0,9/10/2020 15:47,4/5/2022 12:40,ClassOf2024|21PiKapp
1038,,,,,2130,2130,0,9/10/2020 15:57,1/22/2022 20:33,ClassOf2024
1039,,,,,1135,1135,0,9/10/2020 16:14,1/22/2022 19:56,ClassOf2024
1040,,Raleigh ,NC,27609,490,500,10,9/10/2020 16:21,10/14/2020 13:52,Freshman|Student|ClassificationPts|UVAQuadExtraWinners|UVALotteryWinner|NOBSBvsNDGame3
1041,,,,,1110,1110,0,9/10/2020 16:21,4/16/2022 12:33,ClassOf2024
1042,,,,,2180,2180,0,9/10/2020 16:32,2/26/2022 19:40,ClassOf2024|21KA
1043,,,,,4765,4765,0,9/10/2020 16:51,6/30/2022 19:00,ClassOf2024
1044,2/12/2000,Mt. Pleasant ,SC,29466,4755,5380,625,9/10/2020 17:04,5/13/2022 9:17,ClassOf2022
1045,,,,,1100,1100,0,9/10/2020 17:06,2/17/2022 21:12,ClassOf2024
1046,,,,,400,400,0,9/10/2020 17:55,10/20/2020 15:18,Graduate Student|Student|DriveInNCSU|ClassificationPts|NOBSBvsNDGame3
1047,,,,,3735,4735,1000,9/10/2020 17:57,3/14/2022 9:19,ClassOf2024|MBBvsDuke
1048,,,,,2010,2010,0,9/10/2020 18:02,4/8/2022 21:52,ClassOf2024|MBBvsDuke
1049,8/17/2002,Northport,New York,11768,3565,3565,0,9/10/2020 18:04,2/8/2022 6:01,ClassOf2024
1050,,,,,1465,1465,0,9/10/2020 18:25,3/3/2022 20:39,ClassOf2023
1051,,,,,12210,14210,2000,9/10/2020 18:27,5/11/2022 17:21,ClassOf2022|MBBvsDuke
1052,,,,,710,710,0,9/10/2020 18:59,5/11/2021 13:19,Senior|Student|ClassificationPts|NOBSBvsNDGame3
1053,,,,,8415,8415,0,9/10/2020 19:00,5/12/2022 13:21,ClassOf2022
1054,11/2/2000,Pittsburgh,PA,15217,5470,6470,1000,9/10/2020 19:21,4/25/2022 20:09,ClassOf2023|MBBvsDuke
1055,,,,,3690,3690,0,9/10/2020 19:26,3/5/2022 21:05,ClassOf2023|MBBvsDuke
1056,,,,,400,400,0,9/10/2020 19:40,10/20/2020 20:02,Freshman|Student|ClassificationPts|NOBSBvsNDGame3
1057,,Chevy Chase,MD,20815,750,1250,500,9/10/2020 19:56,3/22/2022 10:19,ClassOf2024
1058,,,,,400,400,0,9/10/2020 19:57,12/4/2021 14:40,ClassOf2024
1059,,,,,500,500,0,9/10/2020 19:58,3/13/2022 10:36,Sophomore|Student|ClassificationPts|NOBSBvsNDGame3|21DZ|ClassOf2023
1060,,,,,3770,3770,0,9/10/2020 21:03,4/21/2022 14:40,ClassOf2022|MBBvsDuke
1061,,,,,2980,3280,300,9/10/2020 21:11,4/16/2022 16:18,ClassOf2024|Student
1062,10/15/2001,,,,3140,3140,0,9/10/2020 21:13,5/3/2022 17:42,ClassOf2024|21SAE
1063,6/13/2000,,,,1480,1480,0,9/10/2020 21:35,5/9/2022 18:10,ClassOf2022
1064,,,,,2530,2530,0,9/10/2020 22:30,3/16/2022 20:13,ClassOf2022
1065,,,,,2070,2070,0,9/10/2020 22:36,3/15/2022 10:07,ClassOf2023
1066,,,,,750,750,0,9/10/2020 22:52,10/17/2020 15:46,Senior|Student|ClassificationPts|CampbellIndy|NOBSBvsNDGame3
1067,,,,,1970,2470,500,9/10/2020 23:56,6/25/2022 18:09,ClassOf2024
1068,,Winston-Salem,NC,27105,610,610,0,9/11/2020 8:52,5/25/2021 8:33,Graduate Student|Student|ClassificationPts|CampbellIndy|NOBSBvsNDGame3
1069,,,,,1485,1485,0,9/11/2020 8:58,6/7/2021 20:33,Senior|Student|DriveInNCSU|ClassificationPts|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3
1070,,,,,2100,2100,0,9/11/2020 8:59,,Senior|Student|ClassificationPts|19RetroactivePoints|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3
1071,,,,,700,700,0,9/11/2020 9:29,,Senior|Student|ClassificationPts|NOBSBvsNDGame3
1072,,,,,6335,7335,1000,9/11/2020 10:07,6/21/2022 15:59,ClassOf2024|21PiKapp
1073,,,,,230,480,250,9/11/2020 10:31,12/1/2021 14:34,GraduateStudent
1074,,,,,3975,4475,500,9/11/2020 10:35,4/8/2022 22:48,ClassOf2024
1075,2/24/1999,,,,1320,1320,0,9/11/2020 10:50,2/26/2021 17:07,Senior|Student|ClassificationPts|19RetroactivePoints|UVALotteryWinner|NOBSBvsNDGame3
1076,,,,,1710,1710,0,9/11/2020 10:50,5/14/2022 0:39,ClassOf2024|MBBvsDuke
1077,,,,,400,400,0,9/11/2020 10:59,2/25/2022 9:29,ClassOf2024
1078,,,,,500,500,0,9/11/2020 12:13,,Sophomore|Student|ClassificationPts|NOBSBvsNDGame3
1079,5/13/2002,,,,4380,5380,1000,9/11/2020 14:27,4/21/2022 12:05,ClassOf2024|MBBvsDuke
1080,,,,,3865,4065,200,9/11/2020 14:45,5/23/2021 20:54,Senior|Student|ClassificationPts|NOBSBvsNDGame3|21ACCMBBTournament
1081,,,,,700,700,0,9/11/2020 15:48,,Senior|Student|ClassificationPts|NOBSBvsNDGame3
1082,,,,,1230,1230,0,9/11/2020 16:30,6/2/2022 15:28,ClassOf2023
1083,,,,,700,1000,300,9/11/2020 16:50,3/26/2022 20:33,ClassOf2024|21DZ
1084,,,,,300,300,0,9/11/2020 17:53,,Sophomore|NOBSBvsNDGame3
1085,,,,,1125,1125,0,9/11/2020 18:05,2/17/2022 17:05,ClassOf2024
1086,,,,,430,430,0,9/11/2020 18:53,10/20/2020 22:53,Freshman|ClassificationPts|NOBSBvsNDGame3
1087,5/3/2000,,,,2030,2530,500,9/11/2020 19:15,4/16/2022 13:39,ClassOf2022|MBBvsDuke
1088,,,,,1300,1300,0,9/11/2020 20:19,1/21/2022 21:59,ClassOf2024
1089,,,,,1020,1020,0,9/11/2020 20:31,8/21/2021 14:25,GraduateStudent
1090,,,,,400,400,0,9/11/2020 20:37,,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1091,,,,,400,400,0,9/11/2020 20:48,10/31/2020 14:31,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1092,,,,,1340,1340,0,9/11/2020 20:51,6/13/2022 22:48,GraduateStudent
1093,,,,,1170,1170,0,9/11/2020 20:51,5/26/2022 20:22,ClassOf2023
1094,,,,,6680,6680,0,9/11/2020 20:52,5/11/2022 18:55,ClassOf2022
1095,,,,,1740,1740,0,9/11/2020 21:10,8/30/2021 10:56,Senior|DriveInNCSU|ClassificationPts|NOBSBvsNDGame3
1096,,,,,400,400,0,9/11/2020 21:17,,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1097,,,,,450,450,0,9/11/2020 21:30,,Freshman|ClassificationPts|NOBSBvsNDGame3
1098,10/20/2001,,,,6330,6330,0,9/11/2020 21:31,6/30/2022 15:14,ClassOf2024|MBBvsDuke
1099,,,,,400,400,0,9/11/2020 22:10,,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1100,,,,,430,430,0,9/12/2020 0:07,,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1101,11/7/2000,,,,5880,5880,0,9/12/2020 7:26,4/30/2022 10:04,ClassOf2022
1102,7/19/1999,Winston-Salem,North Carolina,27106,2330,7830,5500,9/12/2020 8:00,5/28/2021 21:54,Senior|ClassificationPts|19RetroactivePoints|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3|21ACCMBBTournament|WTENvODUCancel|WSOCvElonCancel|BSBvsVTech4.10.21
1102,7/19/1999,Winston-Salem,North Carolina,27106,2330,7830,5500,9/12/2020 8:00,5/28/2021 21:54,Senior|ClassificationPts|19RetroactivePoints|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3|21ACCMBBTournament|WTENvODUCancel|WSOCvElonCancel|BSBvsVTech4.10.21
1103,,,,,3915,3915,0,9/12/2020 8:20,4/15/2022 20:01,ClassOf2024|MBBvsDuke
1104,,,,,500,500,0,9/12/2020 9:38,3/15/2022 16:39,ClassOf2024
1105,,,,,920,920,0,9/12/2020 10:14,5/3/2021 13:30,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1106,,,,,1015,1015,0,9/12/2020 11:28,12/24/2021 12:49,ClassOf2023|21DZ
1107,,,,,5455,5455,0,9/12/2020 12:00,4/27/2022 22:53,ClassOf2024|MBBvsDuke
1108,,,,,30,530,500,9/12/2020 12:58,11/30/2021 18:19,ClassOf2024
1109,,,,,865,1665,800,9/12/2020 13:22,10/30/2020 18:54,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1110,,,,,1420,1420,0,9/12/2020 13:28,3/14/2022 14:17,ClassOf2024
1111,,,,,2990,2990,0,9/12/2020 13:38,4/8/2022 19:40,ClassOf2024
1112,,,,,2775,2775,0,9/12/2020 14:14,5/17/2021 23:43,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3|MBBvGTech30521
1113,7/11/2001,,,,550,550,0,9/12/2020 14:34,3/24/2022 18:00,ClassOf2024|21EX
1114,,,,,530,1030,500,9/12/2020 16:46,1/20/2022 21:09,ClassOf2022
1115,,,,,1225,1225,0,9/12/2020 18:17,11/14/2021 7:56,ClassOf2024
1116,,,,,1800,6300,4500,9/12/2020 18:49,6/30/2022 0:20,ClassOf2022|21DZ|MBBvsDuke
1117,,,,,4865,4865,0,9/12/2020 18:53,5/23/2022 15:26,ClassOf2022|MBBvsDuke
1118,3/5/1999,,,,1785,1785,0,9/12/2020 18:53,5/17/2021 14:08,Senior|ClassificationPts|NOBSBvsNDGame3
1119,,,,,1425,1425,0,9/12/2020 19:07,10/28/2021 9:36,Senior|ClassificationPts|19RetroactivePoints|CampbellIndy|NOBSBvsNDGame3
1120,,,,,5720,5720,0,9/12/2020 19:23,6/29/2022 18:34,ClassOf2024|MBBvsDuke
1121,,,,,2125,2125,0,9/12/2020 19:24,3/5/2022 15:29,ClassOf2024
1122,,,,,1150,1150,0,9/12/2020 19:33,11/10/2021 16:00,Senior|ClassificationPts|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3
1123,,,,,8680,9980,1300,9/12/2020 19:45,5/27/2022 21:32,ClassOf2022|MBBvsDuke
1124,,,,,975,975,0,9/12/2020 19:48,3/15/2022 16:36,ClassOf2023
1125,,,,,975,975,0,9/12/2020 19:54,,Sophomore|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1126,3/20/2001,,,,975,975,0,9/12/2020 19:54,2/19/2022 13:22,ClassOf2023
1127,10/8/1999,,,,8180,8180,0,9/12/2020 20:33,4/29/2022 16:02,ClassOf2022|MBBvsDuke
1128,,,,,4925,4925,0,9/12/2020 20:34,3/11/2022 12:17,ClassOf2022|MBBvsDuke
1129,10/6/2000,,,,2460,2460,0,9/12/2020 21:01,6/20/2022 14:54,ClassOf2023|21Wesley|MBBvsDuke
1130,,,,,2025,2025,0,9/13/2020 13:46,5/6/2022 18:45,ClassOf2024|21TC|Student|MBBvsDuke
1131,,,,,130,630,500,9/13/2020 18:56,5/18/2022 2:18,ClassOf2024
1132,,,,,220,620,400,9/14/2020 21:29,4/10/2021 21:04,Graduate Student|DriveInNCSU|ClassificationPts|NOBSBvsNDGame3|No Show 1 2021
1133,,,,,1110,1110,0,9/15/2020 11:21,3/1/2022 1:15,ClassOf2024|MBBvsDuke
1134,,,,,630,1930,1300,9/16/2020 14:15,4/27/2022 9:14,ClassOf2023|21AEP
1135,,,,,400,400,0,9/16/2020 17:30,1/12/2022 11:07,ClassOf2024|21KBG
1136,,,,,670,670,0,9/16/2020 17:37,5/6/2022 8:30,ClassOf2024|Student
1137,,,,,700,700,0,9/16/2020 17:44,,Senior|ClassificationPts|NOBSBvsNDGame3
1138,,,,,2710,2710,0,9/16/2020 17:45,5/18/2022 15:01,GraduateStudent
1139,,Winston-Salem,NC,27106,885,1195,310,9/16/2020 17:54,5/1/2021 14:45,Senior|ClassificationPts|NOBSBvsNDGame3|No Show 1 2021|MBBvGTech30521|BSBvsVTech4.10.21
1140,10/25/2001,,,,4410,5160,750,9/16/2020 17:54,3/25/2022 13:19,ClassOf2024
1141,,,,,950,950,0,9/16/2020 17:59,,Senior|DriveInNCSU|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3|21ACCMBBTournament
1142,3/26/2000,,,,7290,7790,500,9/16/2020 18:05,6/30/2022 9:50,ClassOf2022|21DZ|MBBvsDuke
1143,,,,,950,950,0,9/16/2020 18:09,10/15/2020 14:57,Senior|ClassificationPts|19RetroactivePoints|UVALottery_GroupEntry1013|UVAQuadExtraWinners|UVALotteryWinner|NOBSBvsNDGame3
1144,10/29/2001,,,,6500,6500,0,9/16/2020 18:17,4/18/2022 18:02,ClassOf2024
1145,,,,,900,900,0,9/16/2020 18:20,10/17/2020 19:50,Senior|ClassificationPts|NOBSBvsNDGame3|MBBvGTech30521
1146,,,,,4450,4950,500,9/16/2020 19:51,6/21/2022 17:10,ClassOf2022|MBBvsDuke|GraduateStudent
1147,,,,,1420,1420,0,9/16/2020 20:17,3/1/2022 20:46,ClassOf2024|21Wesley
1148,,,,,1820,1820,0,9/16/2020 21:06,4/10/2022 23:17,ClassOf2023|MBBvsDuke
1149,,,,,1700,1700,0,9/16/2020 21:11,5/3/2022 19:15,ClassOf2023
1150,,,,,3220,3220,0,9/16/2020 21:16,5/2/2022 18:02,ClassOf2024|MBBvsDuke
1151,,,,,2130,2130,0,9/16/2020 21:34,1/22/2022 19:13,ClassOf2024
1152,,,,,7225,7725,500,9/16/2020 21:36,4/19/2022 23:47,ClassOf2024|21DZ
1153,,,,,1240,1540,300,9/16/2020 22:02,11/27/2021 19:11,ClassOf2024
1154,,,,,625,625,0,9/16/2020 23:15,1/10/2022 17:24,ClassOf2024
1155,,,,,400,400,0,9/16/2020 23:31,3/15/2022 19:00,ClassOf2024|21KBG
1156,,,,,1740,1740,0,9/16/2020 23:48,6/30/2022 16:46,ClassOf2024|21DZ
1157,,,,,400,400,0,9/16/2020 23:54,3/14/2022 11:20,Freshman|ClassificationPts|NOBSBvsNDGame3|ClassOf2024
1158,,,,,1500,1500,0,9/17/2020 8:16,2/3/2022 22:39,ClassOf2022|21DZ
1159,,Clemmons,North Carolina,27012,6225,8300,2075,9/17/2020 10:30,5/5/2022 21:45,ClassOf2023|MBBvsDuke
1160,,Winston-Salem,North Carolina,27109,340,1990,1650,9/17/2020 10:32,12/4/2021 22:45,ClassOf2023
1161,,,,,1820,1820,0,9/17/2020 10:33,1/1/2022 12:37,ClassOf2023
1162,,,,,920,920,0,9/17/2020 10:47,2/12/2022 14:41,ClassOf2024|MBBvsDuke
1163,,,,,1200,1200,0,9/17/2020 11:02,,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1164,,,,,1400,1400,0,9/17/2020 11:17,4/18/2022 18:01,ClassOf2023
1165,,,,,770,770,0,9/17/2020 11:49,4/18/2022 18:31,ClassOf2024
1166,,,,,950,950,0,9/17/2020 12:08,3/3/2022 8:46,ClassOf2023
1167,4/3/1988,Winston Salem,NC,27104,690,700,10,9/17/2020 12:34,10/8/2021 11:49,GraduateStudent
1168,,,,,940,940,0,9/17/2020 13:15,5/9/2021 23:58,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3|BSBvsVTech4.10.21
1169,,,,,450,450,0,9/17/2020 13:35,2/26/2022 18:55,ClassOf2024
1170,,,,,650,650,0,9/17/2020 13:38,1/12/2022 18:22,ClassOf2024
1171,,,,,2140,2140,0,9/17/2020 13:42,6/29/2022 18:50,ClassOf2023
1172,,,,,1200,1200,0,9/17/2020 13:48,12/2/2021 15:46,ClassOf2023
1173,,Winston Salem,NC,27109,360,1420,1060,9/17/2020 14:24,11/30/2021 20:28,ClassOf2023
1174,,,,,500,500,0,9/17/2020 15:34,2/12/2022 12:47,ClassOf2023
1175,1/28/1999,,,,950,950,0,9/17/2020 16:05,10/12/2020 17:21,Senior|ClassificationPts|NOBSBvsNDGame3|MBBvGTech30521
1176,,,,,2360,2860,500,9/17/2020 16:20,4/19/2022 14:15,ClassOf2022|21AEPI
1177,,,,,400,400,0,9/17/2020 16:36,9/10/2021 10:31,Graduate Student|ClassificationPts|NOBSBvsNDGame3
1178,,,,,400,400,0,9/17/2020 16:37,,Freshman|ClassificationPts|NOBSBvsNDGame3
1179,12/5/2021,Bakersfield,California,93312,8510,14510,6000,9/17/2020 16:50,6/25/2022 0:42,ClassOf2022|MBBvsDuke|ClassOf2023
1180,,,,,4270,6020,1750,9/17/2020 20:57,4/10/2022 11:54,ClassOf2024|21PiKapp
1181,5/24/2001,,,,6180,6180,0,9/17/2020 21:54,4/19/2022 0:44,ClassOf2023|MBBvsDuke
1182,,,,,930,930,0,9/17/2020 22:20,5/17/2022 18:36,Freshman|ClassificationPts|CampbellGroup|NOBSBvsNDGame3
1183,,,,,600,600,0,9/17/2020 23:31,10/20/2020 8:14,Graduate Student|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1184,,,,,760,760,0,9/18/2020 6:53,3/25/2022 17:54,ClassOf2023|Student
1185,,,,,885,885,0,9/18/2020 15:58,3/2/2022 9:16,ClassOf2024|21DZ
1186,,,,,2355,2355,0,9/18/2020 16:16,4/19/2022 9:21,ClassOf2024
1187,,,,,3860,3860,0,9/19/2020 0:35,3/15/2022 14:13,ClassOf2022
1188,,,,,600,600,0,9/19/2020 11:01,,Junior|ClassificationPts|NOBSBvsNDGame3
1189,,,,,910,1910,1000,9/19/2020 15:35,4/9/2022 14:24,ClassOf2023
1190,,,,,1260,1260,0,9/19/2020 16:08,3/2/2022 12:32,ClassOf2024
1191,,,,,4245,4245,0,9/19/2020 16:40,3/8/2022 17:38,ClassOf2024
1192,,Lexington ,NC,27295,6350,6500,150,9/19/2020 16:42,4/16/2022 9:37,ClassOf2024|MBBvsDuke
1193,,,,,900,900,0,9/19/2020 16:44,9/2/2021 19:06,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3
1194,,,,,1260,1260,0,9/19/2020 18:13,2/21/2022 9:32,ClassOf2023
1195,8/16/1999,,,,225,6225,6000,9/19/2020 20:06,6/4/2022 9:19,ClassOf2022|MBBvsDuke
1196,,,,,7895,7895,0,9/19/2020 20:11,6/30/2022 19:19,ClassOf2023|MBBvsDuke
1197,,,,,850,850,0,9/20/2020 15:38,2/19/2022 12:49,ClassOf2024|21LXA
1198,,,,,1830,1830,0,9/20/2020 19:16,5/10/2022 18:24,GraduateStudent
1199,,Winston-Salem,NC,80439,3575,4835,1260,9/20/2020 19:16,5/24/2022 19:26,ClassOf2022
1200,,Mt. Pleasant,SC,29464,1030,1050,20,9/20/2020 19:16,3/16/2022 18:51,ClassOf2022
1201,,,,,1050,1050,0,9/20/2020 20:45,2/26/2022 19:42,ClassOf2023
1202,,,,,950,950,0,9/22/2020 0:20,3/12/2022 10:44,ClassOf2024
1203,,,,,110,610,500,9/22/2020 0:22,4/22/2022 11:59,ClassOf2024
1204,8/17/2002,,,,1640,1640,0,9/22/2020 10:49,4/29/2022 16:23,ClassOf2024|21KBG
1205,,,,,1260,1560,300,9/23/2020 10:53,4/16/2021 17:25,Senior|ClassificationPts|CampbellGroup|UVALottery_GroupEntry1013|UVALotteryWinner|NOBSBvsNDGame3|MBBvGTech30521|No Show 1 2021
1206,,,,,4525,5025,500,9/23/2020 10:55,5/3/2022 17:49,ClassOf2023|MBBvsDuke
1207,,,,,1560,1560,0,9/23/2020 11:31,10/14/2020 17:31,Senior|ClassificationPts|19RetroactivePoints|CampbellGroup|NOBSBvsNDGame3
1208,,,,,3060,3060,0,9/23/2020 17:10,3/15/2022 18:22,ClassOf2023
1209,2/6/2000,,,,2010,2010,0,9/23/2020 20:39,4/15/2022 7:53,ClassOf2022
1210,11/25/2001,,,,500,500,0,9/25/2020 16:17,12/4/2021 11:08,ClassOf2024|21DZ
1211,7/13/2001,,,,3030,3030,0,9/25/2020 16:30,5/5/2022 19:59,ClassOf2023|21AEP|MBBvsDuke
1212,,Winston Salem,NC,27106,1320,1320,0,9/25/2020 16:31,4/24/2021 20:18,Senior|ClassificationPts|19RetroactivePoints|NOBSBvsNDGame3|MBBvGTech30521|21ACCMBBTournament
1213,,Warren,New Jersey,7059,3070,3770,700,9/25/2020 16:33,6/19/2022 5:54,ClassOf2022|21PKA|MBBvsDuke|GraduateStudent
1214,,Winston Salem,North Carolina,27109,3160,3420,260,9/25/2020 16:41,6/30/2022 17:53,ClassOf2022|21PKA
1215,,Winston-Salem ,NC,27101,1450,2250,800,9/25/2020 16:43,3/16/2022 19:44,ClassOf2022|21PKA|MBBvsDuke
1216,,,,,925,925,0,9/25/2020 16:52,2/18/2022 9:00,ClassOf2024
1217,,,,,2170,2170,0,9/25/2020 16:52,5/3/2022 21:38,ClassOf2024|21SAE
1218,,,,,1470,1970,500,9/25/2020 16:53,4/8/2022 22:25,ClassOf2024|MBBvsDuke
1219,,,,,1500,1500,0,9/25/2020 16:57,2/25/2022 11:43,ClassOf2023|MBBvsDuke
1220,,,,,930,930,0,9/25/2020 17:01,5/10/2022 14:21,ClassOf2024|21DZ
1221,,,,,4805,4805,0,9/25/2020 17:27,3/23/2022 10:25,ClassOf2024|21DZ|MBBvsDuke
1222,,,,,1620,1620,0,9/25/2020 17:31,2/23/2022 13:59,ClassOf2023|21DZ
1223,,,,,490,490,0,9/25/2020 18:12,5/26/2022 20:33,GraduateStudent
1224,,,,,1050,1050,0,9/25/2020 18:50,3/22/2022 13:45,ClassOf2023
1225,,,,,1530,1530,0,9/25/2020 19:06,3/15/2022 15:23,ClassOf2024|21DZ
1226,,,,,1010,1310,300,9/25/2020 19:08,3/26/2022 17:24,ClassOf2024|21EX|MBBvsDuke
1227,,,,,980,1280,300,9/25/2020 19:08,5/6/2022 11:00,ClassOf2024|21EX
1228,,,,,610,610,0,9/25/2020 19:09,3/29/2022 16:06,ClassOf2024
1229,,,,,2215,2215,0,9/25/2020 19:27,6/28/2022 13:30,ClassOf2024|MBBvsDuke
1230,,,,,3080,3080,0,9/25/2020 20:22,6/28/2022 13:26,ClassOf2023
1231,,,,,2355,2355,0,9/25/2020 20:34,5/11/2022 13:20,ClassOf2022
1232,,,,,400,400,0,9/25/2020 20:37,1/22/2022 13:06,ClassOf2024
1233,,,,,3720,5220,1500,9/25/2020 20:38,6/29/2022 15:50,ClassOf2024|21LXA|MBBvsDuke
1234,,,,,2395,2695,300,9/25/2020 21:28,3/2/2022 20:56,GraduateStudent
1235,,,,,1660,2160,500,9/25/2020 22:23,2/2/2022 14:06,ClassOf2024|MBBvsDuke
1236,,,,,800,800,0,9/25/2020 22:35,3/8/2022 14:10,ClassOf2024|21DZ|MBBvsDuke
1237,11/10/1998,,,,1420,2920,1500,9/25/2020 22:41,3/21/2022 16:40,GraduateStudent
1238,10/2/2001,,,,9945,9945,0,9/25/2020 23:17,4/16/2022 15:41,ClassOf2024
1239,,,,,4100,4100,0,9/25/2020 23:34,2/23/2022 11:10,ClassOf2024
1240,,,,,5460,5460,0,9/25/2020 23:47,5/3/2022 20:40,ClassOf2023|MBBvsDuke
1241,,,,,2735,2735,0,9/26/2020 1:04,4/18/2022 18:01,ClassOf2024|MBBvsDuke
1242,10/24/2000,,,,10730,18730,8000,9/26/2020 1:21,3/25/2022 19:52,ClassOf2023|MBBvsDuke
1243,5/14/2002,Waukegan,Illinois,60085,52165,52165,0,9/26/2020 1:22,6/30/2022 11:38,ClassOf2024|MBBvsDuke
